date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:07:00	260/260	---M--	200	added ('OK')	image/gif	etag:%227b828a-104-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bb-tr.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bb-tr.gif	(from http://www.geomundus.org/)
13:07:00	111/111	---M--	200	added ('OK')	image/gif	etag:%227b828b-6f-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bb-tl.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bb-tl.gif	(from http://www.geomundus.org/)
13:07:00	1072/1072	---M--	200	added ('OK')	image/gif	etag:%227b82a7-430-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bg-br.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bg-br.gif	(from http://www.geomundus.org/)
13:07:01	190/190	---M--	200	added ('OK')	image/gif	etag:%227b82ab-be-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bg-bl.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bg-bl.gif	(from http://www.geomundus.org/)
13:07:01	260/260	---M--	200	added ('OK')	image/gif	etag:%227b82b4-104-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bg-tr.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bg-tr.gif	(from http://www.geomundus.org/)
13:07:01	111/111	---M--	200	added ('OK')	image/gif	etag:%227b82ac-6f-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bg-tl.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bg-tl.gif	(from http://www.geomundus.org/)
13:07:01	1072/1072	---M--	200	added ('OK')	image/gif	etag:%227b8286-430-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bl-br.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bl-br.gif	(from http://www.geomundus.org/)
13:07:01	190/190	---M--	200	added ('OK')	image/gif	etag:%227b8298-be-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bl-bl.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bl-bl.gif	(from http://www.geomundus.org/)
13:07:02	260/260	---M--	200	added ('OK')	image/gif	etag:%227b8297-104-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bl-tr.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bl-tr.gif	(from http://www.geomundus.org/)
13:07:02	111/111	---M--	200	added ('OK')	image/gif	etag:%227b828f-6f-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/bl-tl.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/bl-tl.gif	(from http://www.geomundus.org/)
13:07:02	149/149	---M--	200	added ('OK')	image/png	etag:%227b82a9-95-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/background/lighter/images/arrow.png	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/background/lighter/images/arrow.png	(from http://www.geomundus.org/)
13:07:02	72/72	---M--	200	added ('OK')	image/gif	etag:%227b82cc-48-44cc7cd18cc80%22	http://www.geomundus.org/templates/ja_purity/styles/elements/blue/images/bullet3.gif	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/styles/elements/blue/images/bullet3.gif	(from http://www.geomundus.org/)
13:07:03	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:03%20GMT	http://www.geomundus.org/index.php/component/banners/click/1	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/1.db.delayed	(from http://www.geomundus.org/)
13:07:03	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/2	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/2.dc.delayed	(from http://www.geomundus.org/)
13:07:03	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/3	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/3.dd.delayed	(from http://www.geomundus.org/)
13:07:03	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/4	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/4.de.delayed	(from http://www.geomundus.org/)
13:07:04	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:03%20GMT	http://www.geomundus.org/index.php/component/banners/click/5	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/5	(from http://www.geomundus.org/)
13:07:04	46608/46608	---M--	200	added ('OK')	image/jpeg	etag:%225540d5-b610-4c428f7cd3780%22	http://www.geomundus.org/templates/ja_purity/images/header/header3.jpg	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/images/header/header3.jpg	(from http://www.geomundus.org/)
13:07:04	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:04%20GMT	http://www.geomundus.org/index.php/component/banners/click/7	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/7	(from http://www.geomundus.org/)
13:07:05	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:05%20GMT	http://www.geomundus.org/index.php/component/banners/click/6	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/6	(from http://www.geomundus.org/)
13:07:05	4246/4246	---M--	200	added ('OK')	application/javascript	etag:%22124009-1096-47e11d7635e00%22	http://www.geomundus.org/media/system/js/validate.js	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/media/system/js/validate.js	(from http://www.geomundus.org/)
13:07:06	28145/28145	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:06%20GMT	http://www.geomundus.org/index.php/home	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/home.html	(from http://www.geomundus.org/)
13:07:06	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/1	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/1.e6.delayed	(from http://www.geomundus.org/)
13:07:06	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/2	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/2.e7.delayed	(from http://www.geomundus.org/)
13:07:06	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/3	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/3.e8.delayed	(from http://www.geomundus.org/)
13:07:06	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/4	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/4.e9.delayed	(from http://www.geomundus.org/)
13:07:06	749/749	---M--	200	added ('OK')	image/png	etag:%2267801e-2ed-400c69bf6a5c0%22	http://www.geomundus.org/images/M_images/con_info.png	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/images/M_images/con_info.png	(from http://www.geomundus.org/)
13:07:06	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:06%20GMT	http://www.geomundus.org/index.php/component/banners/click/5	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/5.ea.delayed	(from http://www.geomundus.org/)
13:07:07	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:07%20GMT	http://www.geomundus.org/index.php/component/banners/click/7	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/7	(from http://www.geomundus.org/)
13:07:07	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:07%20GMT	http://www.geomundus.org/index.php/component/banners/click/6	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/6	(from http://www.geomundus.org/)
13:07:07	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/1	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/1.ed.delayed	(from http://www.geomundus.org/)
13:07:07	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/2	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/2.ee.delayed	(from http://www.geomundus.org/)
13:07:07	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/3	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/3.ef.delayed	(from http://www.geomundus.org/)
13:07:07	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/4	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/4.f0.delayed	(from http://www.geomundus.org/)
13:07:07	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/5	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/5.f1.delayed	(from http://www.geomundus.org/)
13:07:07	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:07%20GMT	http://www.geomundus.org/index.php/component/banners/click/7	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/7	(from http://www.geomundus.org/)
13:07:07	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:07%20GMT	http://www.geomundus.org/index.php/component/banners/click/6	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/6	(from http://www.geomundus.org/)
13:07:08	64746/64746	---M--	200	added ('OK')	image/jpeg	etag:%225540d8-fcea-4c428f7ebbc00%22	http://www.geomundus.org/templates/ja_purity/images/header/header6.jpg	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/images/header/header6.jpg	(from http://www.geomundus.org/)
13:07:08	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/1	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/1.f5.delayed	(from http://www.geomundus.org/)
13:07:08	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/2	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/2.f6.delayed	(from http://www.geomundus.org/)
13:07:08	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/3	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/3.f7.delayed	(from http://www.geomundus.org/)
13:07:08	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/4	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/4.f8.delayed	(from http://www.geomundus.org/)
13:07:08	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/5	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/5.f9.delayed	(from http://www.geomundus.org/)
13:07:08	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:08%20GMT	http://www.geomundus.org/index.php/component/banners/click/7	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/7	(from http://www.geomundus.org/)
13:07:08	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:08%20GMT	http://www.geomundus.org/index.php/component/banners/click/6	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/6	(from http://www.geomundus.org/)
13:07:09	953/953	---M--	200	added ('OK')	application/rss+xml	date:Wed,%2005%20Jun%202013%2011:07:09%20GMT	http://www.geomundus.org/index.php/previous-editions/previous-editions/13-previous-editions?format=feed&type=rss	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/previous-editions/previous-editions/13-previous-editionsc0d0	(from http://www.geomundus.org/)
13:07:09	1193/1193	---M--	200	added ('OK')	application/atom+xml	date:Wed,%2005%20Jun%202013%2011:07:09%20GMT	http://www.geomundus.org/index.php/previous-editions/previous-editions/13-previous-editions?format=feed&type=atom	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/previous-editions/previous-editions/13-previous-editions7b17	(from http://www.geomundus.org/)
13:07:09	1036/1036	---M--	200	added ('OK')	image/png	etag:%22678009-40c-400c69bf6a5c0%22	http://www.geomundus.org/images/M_images/weblink.png	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/images/M_images/weblink.png	(from http://www.geomundus.org/)
13:07:09	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:09%20GMT	http://www.geomundus.org/index.php/previous-editions/previous-editions/13-previous-editions/1-geomundus-2011	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/previous-editions/previous-editions/13-previous-editions/1-geomundus-2011	(from http://www.geomundus.org/)
13:07:09	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/1	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/1.100.delayed	(from http://www.geomundus.org/)
13:07:09	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/2	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/2.101.delayed	(from http://www.geomundus.org/)
13:07:09	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/3	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/3.102.delayed	(from http://www.geomundus.org/)
13:07:09	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/4	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/4.103.delayed	(from http://www.geomundus.org/)
13:07:09	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/5	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/5.104.delayed	(from http://www.geomundus.org/)
13:07:10	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:09%20GMT	http://www.geomundus.org/index.php/component/banners/click/7	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/7	(from http://www.geomundus.org/)
13:07:10	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:10%20GMT	http://www.geomundus.org/index.php/component/banners/click/6	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/6	(from http://www.geomundus.org/)
13:07:11	1587/1587	---M--	200	added ('OK')	application/rss+xml	date:Wed,%2005%20Jun%202013%2011:07:10%20GMT	http://www.geomundus.org/index.php/previous-editions/promotional-activities?format=feed&type=rss	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/previous-editions/promotional-activitiesc0d0	(from http://www.geomundus.org/)
13:07:11	68255/68255	---M--	200	added ('OK')	image/jpeg	etag:%225540d3-10a9f-4c428f7bdf540%22	http://www.geomundus.org/templates/ja_purity/images/header/header1.jpg	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/templates/ja_purity/images/header/header1.jpg	(from http://www.geomundus.org/)
13:07:11	2664/2664	---M--	200	added ('OK')	application/atom+xml	date:Wed,%2005%20Jun%202013%2011:07:11%20GMT	http://www.geomundus.org/index.php/previous-editions/promotional-activities?format=feed&type=atom	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/previous-editions/promotional-activities7b17	(from http://www.geomundus.org/)
13:07:12	21349/21349	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:12%20GMT	http://www.geomundus.org/index.php/previous-editions/promotional-activities/13-promotional-activities-comming-soon	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/previous-editions/promotional-activities/13-promotional-activities-comming-soon.html	(from http://www.geomundus.org/)
13:07:12	29710/29710	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:12%20GMT	http://www.geomundus.org/index.php/photos/lisbon	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/photos/lisbon.html	(from http://www.geomundus.org/)
13:07:13	20732/20732	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:13%20GMT	http://www.geomundus.org/index.php/photos/geomundus-2010	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/photos/geomundus-2010.html	(from http://www.geomundus.org/)
13:07:14	20732/20732	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:14%20GMT	http://www.geomundus.org/index.php/photos/geomundus-2009	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/photos/geomundus-2009.html	(from http://www.geomundus.org/)
13:07:14	20981/20981	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:14%20GMT	http://www.geomundus.org/index.php/videos	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/videos.html	(from http://www.geomundus.org/)
13:07:14	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/1	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/1.10e.delayed	(from http://www.geomundus.org/)
13:07:14	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/2	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/2.10f.delayed	(from http://www.geomundus.org/)
13:07:14	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/3	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/3.110.delayed	(from http://www.geomundus.org/)
13:07:14	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/4	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/4.111.delayed	(from http://www.geomundus.org/)
13:07:14	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/5	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/5.112.delayed	(from http://www.geomundus.org/)
13:07:14	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:14%20GMT	http://www.geomundus.org/index.php/component/banners/click/7	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/7	(from http://www.geomundus.org/)
13:07:15	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:14%20GMT	http://www.geomundus.org/index.php/component/banners/click/6	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/6	(from http://www.geomundus.org/)
13:07:16	56929/56929	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:16%20GMT	http://www.geomundus.org/index.php/program/23-program	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/program/23-program.html	(from http://www.geomundus.org/)
13:07:16	38243/38243	---MC-	200	added ('OK')	application/rss+xml	date:Wed,%2005%20Jun%202013%2011:07:15%20GMT	http://www.geomundus.org/index.php/program?format=feed&type=rss	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/programc0d0	(from http://www.geomundus.org/)
13:07:17	23759/23759	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:17%20GMT	http://www.geomundus.org/index.php/program/keynote-speakers/17-professor-mike-jackson	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/program/keynote-speakers/17-professor-mike-jackson.html	(from http://www.geomundus.org/)
13:07:17	23777/23777	---M-Z	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202013%2011:07:17%20GMT	http://www.geomundus.org/index.php/program/keynote-speakers/7-keynote-speaker-3	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/program/keynote-speakers/7-keynote-speaker-3.html	(from http://www.geomundus.org/)
13:07:17	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/1	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/1.11a.delayed	(from http://www.geomundus.org/)
13:07:17	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/2	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/2.11b.delayed	(from http://www.geomundus.org/)
13:07:17	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/3	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/3.11c.delayed	(from http://www.geomundus.org/)
13:07:17	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/4	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/4.11d.delayed	(from http://www.geomundus.org/)
13:07:17	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/5	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/5.11e.delayed	(from http://www.geomundus.org/)
13:07:18	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:17%20GMT	http://www.geomundus.org/index.php/component/banners/click/7	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/7	(from http://www.geomundus.org/)
13:07:18	0/0	---M-Z	303	error ('See%20other')	text/html	date:Wed,%2005%20Jun%202013%2011:07:18%20GMT	http://www.geomundus.org/index.php/component/banners/click/6	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/6	(from http://www.geomundus.org/)
13:07:19	7904/7904	---M--	200	added ('OK')	application/rss+xml	date:Wed,%2005%20Jun%202013%2011:07:18%20GMT	http://www.geomundus.org/index.php/program/sessions?format=feed&type=rss	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/program/sessionsc0d0	(from http://www.geomundus.org/)
13:07:19	0/-1	---M--	303	error ('')			http://www.geomundus.org/index.php/component/banners/click/1	C:/Users/c_kisf01/Documents/Gis-Web%20Backups/Geomundus/Joomla%202012/Geomundus%20Joomla%202012/index.php/component/banners/click/1.124.delayed	(from http://www.geomundus.org/)
